Cake_Flavor,Flour_Quantity (g),Sugar_Content (g),Butter_Quantity (g),Egg_Count,Milk_Quantity (ml),Oven_Temperature (°C),Baking_Time (min),Mixing_Time (min),Cooling_Time (min),Decoration_Time (min),Oven_Type,Frosting_Type,Ingredient_Source,Production_Cost (₹),Temperature_Humidity (%),Ingredient_Quality_Score,Baker_Experience (years),Customer_Rating,Cake_Quality,Cake_Quality_Encoded
3,255.6,170.7,131.3,3,135.6,190.3,38.4,12.0,12.3,15.9,1,3,2,173.4,46.8,6.8,11.0,5.0,0,0
3,301.9,188.7,113.6,2,182.8,203.4,33.1,9.7,7.5,4.4,0,2,3,244.1,54.1,8.3,2.0,3.9,2,2
0,285.4,221.6,116.0,3,179.9,196.9,23.9,13.6,13.7,6.8,2,0,1,278.9,48.5,9.7,6.0,5.0,1,1
7,259.3,192.2,184.4,3,170.7,213.9,32.1,5.2,12.3,14.1,2,2,2,351.8,49.1,10.0,5.0,5.0,1,1
7,297.5,201.2,126.9,2,174.9,199.5,41.4,4.5,17.5,10.2,1,0,2,279.4,45.5,6.3,1.0,5.0,0,0
8,298.2,222.1,149.4,2,148.4,192.9,43.5,13.3,16.1,8.8,2,0,3,250.9,46.6,7.8,4.0,3.1,2,2
3,325.1,198.8984699992949,136.2,3,157.3,190.7,43.5,13.9,5.7,14.3,2,3,3,359.4,60.0,8.6,3.0,4.9,2,2
3,316.1,187.3,138.6,2,218.3,192.3,34.9,17.6,10.2,10.6,1,1,3,202.6,50.1,7.5,11.0,4.8,2,2
8,296.0,192.9,145.6,2,163.8,183.3,45.1,11.0,15.5,12.6,2,2,2,331.3,51.2,8.4,6.0,4.6,2,2
0,245.3,216.9,111.9,2,161.6,194.6,27.2,10.8,16.3,4.5,2,0,3,227.0,52.3,5.2,5.0,3.3,0,0
2,278.4,198.8984699992949,170.6,3,221.5,206.3,35.156114519427405,11.0,11.5,15.7,1,3,2,218.8,53.9,6.9,6.0,2.6,0,0
2,238.9,193.7,136.4,3,146.7,211.9,34.8,12.3,14.994355296790683,8.4,1,2,2,466.5,65.1,5.6,13.0,4.4,0,0
3,315.4,194.4,129.7,3,237.6,201.2,35.7,10.1,17.7,11.8,1,1,1,267.7,51.8,6.5,8.0,3.7,0,0
6,293.6,201.1,142.03971788134422,1,241.9,198.7,25.4,4.3,13.9,6.2,2,0,1,274.2,58.6,4.8,11.0,3.5,3,3
2,244.2,230.8,126.5,2,150.4,203.6,31.2,8.8,12.8,12.1,1,2,1,434.3,56.5,5.5,2.0,4.6,0,0
2,273.8,221.5,142.3,2,212.0,176.0,40.7,8.6,10.9,10.9,2,3,3,274.2,46.2,7.3,11.0,3.7,2,2
0,275.3,211.3,135.2,1,127.7,205.2,39.1,8.3,16.5,9.4,2,1,1,313.6,54.7,7.6,10.0,3.6,2,2
2,332.4,177.4,153.5,2,181.6,219.0,23.5,12.3,13.8,14.7,0,2,2,362.1,50.3,9.4,6.0,4.1,1,1
2,256.0,190.2,134.4,2,150.6,194.2,37.5,15.4,9.8,12.9,2,1,2,310.4,51.9,8.2,6.0,4.9,2,2
9,269.3,191.2,122.5,4,195.7,178.8,21.6,9.8,16.2,17.1,2,3,2,535.0,50.5,5.5,11.0,2.8,0,0
0,220.7,232.4,145.5,3,188.8,175.2,44.8,6.7,11.5,7.5,1,3,2,209.6,62.5,6.6,2.0,3.9,0,0
0,355.5,190.9,133.4,2,169.8,196.8,44.9,9.1,17.0,15.0,1,2,3,505.0,55.8,9.2,9.0,3.3,1,1
2,246.7,227.1,114.1,2,148.6,184.1,26.7,6.7,20.3,14.4,0,1,1,219.8,54.3,7.2,11.0,3.4,2,2
0,289.6,185.1,142.03971788134422,2,211.9,195.0,36.7,9.8,19.8,3.8,2,2,2,403.5,46.7,5.9,4.0,3.2,0,0
2,274.5,186.4,129.2,2,177.3,192.6,23.7,5.1,13.9,5.8,1,0,1,265.4,59.0,7.5,4.0,4.1,2,2
7,274.6,206.0,145.1,2,158.0,226.4,31.4,8.7,13.8,8.9,1,1,2,305.5,56.5,8.0,11.0,4.4,2,2
8,309.2,237.5,124.7,1,163.1,213.0,37.0,12.3,15.2,14.8,1,3,3,233.0,46.8,9.4,11.0,3.9,1,1
0,351.9,191.4,120.4,3,175.3,189.9,35.8,10.0,14.5,13.0,1,0,2,341.7,46.6,8.3,5.0,5.0,2,2
4,286.8,161.4,166.3,4,175.2,192.0,37.5,11.4,22.1,14.8,1,0,2,426.3,59.3,8.5,4.0,4.9,2,2
0,302.6,171.2,156.9,2,188.6,214.9,36.4,11.5,15.9,7.8,1,2,3,287.3,53.6,4.4,6.0,5.0,3,3
6,289.7,198.8984699992949,138.1,1,213.5,200.2,37.9,7.0,13.4,7.9,2,0,1,264.1,57.6,4.9,10.0,4.4,3,3
2,318.5,172.3,147.1,3,217.5,203.5,30.0,9.8,7.9,12.8,1,2,2,314.7,48.2,6.8,4.0,3.9,0,0
7,263.2,180.4,156.1,3,171.3,220.0,33.6,13.3,10.5,8.5,1,0,3,316.1,56.9,8.4,4.0,5.0,2,2
7,321.2,195.7,138.0,5,192.7,187.2,35.3,10.8,12.6,8.1,1,2,1,347.5,48.7,8.0,3.0,4.1,2,2
2,322.9,162.4,120.4,2,172.1,215.3,33.6,11.1,18.6,7.0,1,3,2,265.4,58.3,8.7,11.0,2.1,2,2
1,321.5,188.3,142.03971788134422,4,224.9,192.3,35.156114519427405,9.2,11.4,13.3,1,2,2,273.4,52.9,8.0,4.0,4.7,2,2
9,257.5,176.2,161.2,1,174.2,171.1,35.7,7.3,11.8,13.1,1,0,2,500.0,51.2,8.3,7.0,3.0,2,2
3,272.3,172.0,150.7,4,182.2,182.2,24.0,9.6,16.6,19.1,1,3,2,340.9,53.5,8.6,10.0,4.5,2,2
0,286.4,181.4,139.3,1,177.5,185.2,26.3,10.8,8.6,6.6,1,1,2,311.35,49.7,8.5,8.0,3.8,2,2
4,239.6,177.5,150.0,2,194.0,223.5,37.0,9.9,16.1,11.7,1,2,2,280.2,65.7,7.2,1.0,4.1,2,2
5,347.7,205.7,134.2,5,200.4,196.3,34.0,9.5,14.9,13.2,1,2,3,358.8,46.9,6.6,7.0,3.4,0,0
6,277.5,225.4,162.4,4,232.9,193.6,33.6,9.7,13.4,6.8,1,2,2,342.9,52.5,5.7,6.0,3.7,0,0
5,288.0,188.6,171.5,5,224.8,227.0,22.5,12.0,18.2,11.5,2,3,1,264.6,51.3,7.9,5.0,3.9,2,2
9,259.9,184.6,119.4,3,179.7,187.1,24.1,9.4,14.6,6.8,2,2,1,313.2,58.5,8.4,2.0,3.8,2,2
8,240.6,187.7,164.4,3,176.9,192.3,26.0,7.2,14.9,15.8,1,2,3,388.5,55.9,7.9,13.0,4.1,2,2
7,259.1,177.0,139.1,3,171.4,200.22282749675747,27.2,8.4,18.6,9.1,1,2,3,171.8,48.1,8.3,8.0,3.5,2,2
9,285.7,174.6,149.1,3,215.8,197.5,24.3,13.0,18.1,14.5,1,2,2,228.7,51.1,8.1,3.0,4.1,2,2
0,303.4,170.3,160.7,3,186.4,203.9,40.6,10.6,17.6,7.2,1,2,2,368.7,44.4,8.7,3.0,3.5,2,2
2,283.6,174.1,127.6,1,178.2,207.6,36.4,6.7,12.9,5.1,1,0,2,205.3,61.1,6.9,3.0,4.5,0,0
1,290.4,239.8,129.7,2,176.3,200.22282749675747,41.8,11.1,5.0,20.2,2,0,2,260.9,49.0,7.7,7.0,4.3,2,2
1,267.0,183.1,134.5,2,239.7,174.6,45.7,7.6,19.7,13.6,0,3,1,254.6,54.3,7.0,12.0,4.0,2,2
3,296.2,158.5,131.3,2,240.1,204.9,36.9,10.2,22.1,9.8,2,0,1,326.0,47.5,8.4,9.0,4.7,2,2
7,341.6,184.8,119.2,3,238.8,174.8,28.7,13.1,8.8,5.5,0,1,3,468.2,51.0,6.7,8.0,3.5,0,0
2,304.7,170.9,135.1,4,168.3,203.6,41.4,7.8,14.994355296790683,11.4,1,2,2,219.3,46.3,6.1,4.0,3.7,0,0
3,309.2,196.7,156.7,2,175.6,211.0,24.3,6.8,16.8,20.6,2,2,1,282.5,52.9,7.0,10.0,4.0,2,2
5,288.4,194.5,119.4,3,173.3,218.9,30.6,11.3,8.7,9.6,1,1,2,233.2,60.3,8.3,4.0,4.0,2,2
1,236.7,196.6,141.7,2,237.3,196.2,33.2,9.7,14.4,6.7,1,3,2,321.8,56.6,5.3,4.0,3.8,0,0
1,247.3,194.7,141.1,2,164.9,239.6,36.5,10.4,13.7,6.0,1,2,1,272.2,53.7,6.6,8.0,4.5,0,0
4,294.5,188.4,132.9,3,161.4,179.7,44.5,13.4,13.4,2.9,2,2,2,326.3,55.0,7.4,10.0,3.7,2,2
7,277.6,172.5,142.03971788134422,3,202.8,226.1,28.0,8.1,17.0,5.0,1,1,1,322.3,53.8,7.3,7.0,3.8,2,2
7,294.0,194.0,146.4,2,143.4,200.22282749675747,24.2,10.9,14.3,5.0,1,0,1,429.8,53.9,6.2,12.0,3.4,0,0
4,352.2,220.1,131.8,4,205.8,198.9,47.3,10.6,14.994355296790683,6.2,2,0,2,218.5,47.6,6.4,7.0,3.5,0,0
7,305.6,196.7,162.8,3,147.5,200.8,43.1,6.1,21.9,14.1,2,0,2,446.7,57.9,7.3,8.0,4.8,2,2
2,330.1,198.8984699992949,149.9,5,166.0,223.7,35.156114519427405,12.0,16.9,7.9,1,1,2,346.6,45.6,8.7,3.0,3.5,2,2
6,281.2,192.9,179.0,3,222.2,183.1,22.7,11.4,14.994355296790683,9.6,1,2,2,282.9,54.7,8.7,7.0,4.8,2,2
3,253.5,206.5,137.0,4,162.0,198.7,36.2,9.5,20.9,0.5,2,1,2,369.5,50.2,6.9,8.0,3.9,0,0
0,276.0,235.0,132.6,4,188.5,172.0,23.3,12.9,13.4,5.3,1,0,1,228.0,60.8,7.6,2.0,4.4,2,2
6,253.5,186.5,134.5,2,224.7,197.0,35.156114519427405,4.4,16.3,12.7,1,2,1,311.35,56.8,5.6,9.0,3.1,0,0
2,345.7,211.2,166.3,3,147.6,208.1,20.1,8.5,19.9,5.6,1,2,1,236.3,59.8,8.0,5.0,3.9,2,2
6,308.3,181.1,135.5,2,183.9,217.0,27.4,12.0,16.3,6.6,1,3,1,179.1,47.4,7.2,10.0,3.7,2,2
1,297.1,202.5,136.6,4,201.0,179.2,37.4,8.1,20.1,4.3,1,0,3,293.8,53.1,7.4,6.0,3.5,2,2
2,329.0,218.7,139.1,3,141.5,173.6,36.1,7.1,21.3,17.0,2,3,2,291.9,55.0,9.8,5.0,3.5,1,1
5,226.3,174.6,118.8,3,149.9,222.9,34.7,11.1,15.1,20.7,1,3,3,315.7,54.9,7.7,3.0,3.5,2,2
3,299.9,185.8,145.4,2,244.5,202.3,38.6,7.2,22.3,17.3,2,2,1,446.8,55.3,7.7,6.0,5.0,2,2
8,241.0,218.3,137.1,3,147.4,174.3,43.4,11.8,10.0,8.0,2,0,2,306.0,48.2,6.3,2.0,4.2,0,0
0,277.7,209.3,133.8,1,167.7,190.7,38.4,12.7,14.994355296790683,13.9,1,1,2,342.3,48.8,7.6,10.0,4.1,2,2
0,267.8,220.6,123.5,4,130.1,187.6,31.8,9.4,14.4,8.3,1,1,2,447.8,44.4,5.2,2.0,3.1,0,0
7,302.9,215.4,127.4,2,156.0,219.1,28.3,9.5,17.8,4.6,2,2,1,396.4,48.3,7.7,3.0,4.3,2,2
7,286.0,189.0,142.03971788134422,2,206.1,192.8,37.4,8.2,16.6,9.4,2,0,2,311.35,52.1,8.3,3.0,4.7,2,2
4,334.4,196.7,148.4,1,213.6,195.4,38.6,9.9,14.994355296790683,5.8,0,1,1,374.3,54.6,7.6,5.0,4.0,2,2
4,259.1,198.3,157.1,2,206.8,194.4,39.8,8.8,15.3,6.3,1,2,2,261.5,47.1,8.6,5.0,4.2,2,2
3,304.9,157.7,114.5,2,177.2,231.1,32.6,13.8,21.3,10.1,2,2,1,226.7,53.5,5.8,4.0,4.0,0,0
3,283.6,190.1,120.4,2,149.0,214.4,21.3,14.0,16.3,14.2,2,1,1,259.4,55.7,7.2,2.0,3.1,2,2
5,233.9,186.8,149.6,2,192.3,210.2,40.0,9.6,13.6,13.3,1,3,1,241.3,58.1,8.7,8.0,3.8,2,2
5,250.5,213.9,151.6,4,165.1,201.6,30.9,12.6,15.8,11.7,1,0,3,260.6,43.8,6.7,4.0,4.3,0,0
4,272.9,187.1,117.6,2,137.7,201.4,36.2,11.4,14.994355296790683,7.2,0,3,1,200.8,49.6,8.4,5.0,2.6,2,2
0,323.0,222.4,157.7,4,179.2,185.4,35.6,7.3,10.2,10.5,1,1,3,184.1,63.6,8.9,3.0,4.5,2,2
0,294.9,207.9,138.0,2,227.5,213.7,24.2,6.6,14.0,4.1,1,3,1,212.1,47.0,6.3,10.0,4.1,0,0
4,244.3,178.5,154.4,4,220.2,192.6,34.8,8.8,20.0,6.9,1,3,1,318.4,51.3,7.2,9.0,3.5,2,2
3,273.2,192.7,124.8,3,223.2,180.9,37.7,7.4,15.6,9.1,1,2,3,319.7,58.3,6.0,8.0,5.0,0,0
7,278.4,181.8,118.4,4,188.4,196.0,41.5,10.9,17.6,6.4,2,3,3,378.6,56.6,6.9,3.0,3.8,0,0
7,281.8,199.3,132.8,3,152.5,198.5,20.0,11.5,17.6,11.6,1,0,2,318.4,57.6,7.0,12.0,4.5,2,2
2,267.3,181.7,133.5,4,198.7,223.6,22.7,7.8,8.9,12.6,2,2,2,359.2,50.3,7.2,9.0,4.4,2,2
6,296.0,198.8984699992949,132.6,2,183.2,213.4,30.5,12.6,16.3,17.2,0,1,1,240.0,47.2,8.0,14.0,4.0,2,2
2,307.2,190.2,142.03971788134422,3,170.4,184.4,32.5,14.9,12.9,11.5,0,3,2,326.1,60.9,7.4,4.0,4.2,2,2
5,263.4,192.5,183.3,3,201.8,217.1,21.6,8.5,15.8,12.7,1,1,1,396.8,49.2,7.9,3.0,4.9,2,2
9,296.4,196.7,115.2,2,193.9,168.0,29.8,11.2,17.4,8.9,2,2,3,356.9,58.3,8.0,3.0,4.3,2,2
7,267.2,188.6,124.9,2,160.3,205.2,24.6,11.5,11.7,10.284815218873584,1,3,2,198.3,61.8,7.2,1.0,4.8,2,2
6,305.3,167.2,131.0,2,159.1,188.3,25.8,10.0,14.994355296790683,20.2,0,2,1,401.8,49.1,8.1,3.0,4.4,2,2
2,283.9,220.0,138.7,3,147.3,179.5,35.4,14.8,11.3,14.2,2,2,3,394.9,51.4,6.7,10.0,3.7,0,0
2,295.6,219.8,153.5,5,186.8,182.1,30.4,12.1,14.994355296790683,0.3,1,1,2,305.4,64.4,8.7,10.0,4.2,2,2
4,254.8,166.7,157.5,1,211.5,226.3,25.4,12.2,11.8,19.7,2,3,1,294.3,59.2,6.8,1.0,4.1,0,0
7,253.1,183.0,163.3,2,161.0,205.9,41.1,8.8,19.3,3.8,2,0,3,378.3,56.0,6.8,2.0,3.4,0,0
2,315.2,198.8984699992949,148.1,2,149.2,204.6,28.9,12.8,12.7,15.7,1,0,1,448.3,55.5,7.2,10.0,4.1,2,2
5,275.3,207.0,115.0,2,195.6,215.7,45.8,9.2,15.9,5.9,2,1,2,311.35,50.0,6.5,7.0,4.0,0,0
9,288.1,198.8984699992949,115.6,1,242.6,194.7,20.3,12.0,18.4,12.0,0,0,1,305.5,62.8,7.6,7.0,3.5,2,2
2,267.9,195.8,165.3,4,178.2,224.3,40.1,5.2,8.5,6.1,1,0,3,311.35,49.1,7.1,6.0,2.9,2,2
9,313.1,179.4,163.5,1,239.4,194.9,34.7,12.0,22.5,9.0,2,3,3,429.0,59.6,8.5,6.0,4.3,2,2
2,259.0,162.8,151.7,3,176.7,163.7,32.5,12.0,21.4,9.9,2,0,2,296.7,54.3,5.6,3.0,3.8,0,0
2,273.4,196.7,125.2,1,153.2,229.6,33.1,10.9,24.3,6.0,1,1,2,288.4,46.2,6.3,13.0,3.4,0,0
6,308.2,178.9,132.6,4,199.5,165.2,34.6,3.1,11.9,9.8,1,3,2,261.1,61.8,6.8,13.0,4.5,0,0
6,325.9,199.1,131.4,4,176.1,194.2,36.2,12.7,13.3,8.2,1,2,2,223.6,61.1,6.9,1.0,3.5,0,0
0,261.4,192.4,122.6,4,172.1,211.4,45.2,13.5,8.1,10.4,1,2,1,208.4,51.0,7.5,8.0,3.8,2,2
8,368.9,198.8984699992949,143.3,4,259.8,170.1,33.8,6.4,13.3,10.284815218873584,1,2,2,259.6,51.2,9.9,5.0,4.5,1,1
1,289.1,197.8,139.1,5,233.0,196.0,44.7,12.9,11.0,9.8,1,0,2,197.9,54.6,7.0,4.0,3.3,2,2
5,247.4,198.6,129.8,3,200.6,195.8,32.5,6.7,18.1,7.0,2,3,1,230.0,48.8,6.5,3.0,3.0,0,0
7,291.2,160.8,142.03971788134422,4,175.3,214.6,35.6,8.2,22.6,5.7,1,2,1,311.35,54.1,8.9,6.0,3.8,2,2
4,265.6,180.9,124.3,2,178.5,206.4,33.1,9.4,8.3,12.3,1,0,3,384.9,54.8,6.2,1.0,4.4,0,0
7,293.7,212.6,116.8,3,139.0,180.2,21.0,12.9,20.9,8.0,1,0,2,296.8,52.5,9.1,3.0,4.0,1,1
5,276.5,210.3,160.8,1,217.4,188.8,28.6,11.7,12.5,4.7,1,3,1,286.5,54.0,8.1,3.0,3.5,2,2
2,280.5,179.2,134.3,2,228.8,183.4,47.5,9.9,15.6,17.1,2,1,2,427.8,51.3,7.6,5.0,5.0,2,2
2,250.7,171.1,169.1,3,156.5,174.7,28.1,9.3,17.4,12.5,2,2,3,259.6,49.6,10.0,3.0,3.8,1,1
1,317.2,198.8984699992949,175.5,5,160.1,188.8,41.4,11.3,20.7,9.7,2,1,2,400.8,52.1,6.6,2.0,4.2,0,0
4,244.6,158.7,133.3,2,214.3,226.7,20.0,10.4,18.7,17.3,1,1,3,191.7,52.9,6.1,8.0,4.6,0,0
0,245.8,176.4,171.3,3,168.4,205.7,31.8,13.0,16.4,6.8,1,2,3,327.6,49.1,7.5,4.0,3.4,3,3
7,291.2,244.4,124.5,4,221.4,205.4,38.4,7.4,14.6,11.5,0,3,2,409.7,51.9,7.2,2.0,5.0,2,2
2,348.1,233.3,124.2,2,156.1,181.7,34.5,15.7,20.0,15.5,1,1,2,334.6,46.3,6.7,3.0,4.1,0,0
2,266.5,206.2,163.2,2,168.8,173.8,38.0,12.7,9.5,10.8,1,0,2,294.3,50.6,6.9,3.0,3.5,0,0
7,304.5,202.0,116.7,3,196.1,208.0,20.0,4.3,12.7,22.6,2,0,3,314.6,57.0,8.8,4.0,3.6,2,2
6,321.1,167.0,138.2,2,168.5,216.5,26.8,10.5,14.6,11.5,1,3,2,309.3,45.6,7.9,3.0,4.0,2,2
0,309.4,182.3,168.4,3,166.8,200.9,30.0,6.4,14.2,11.6,1,0,1,248.5,53.4,6.6,7.0,5.0,0,0
0,267.8,189.8,170.5,2,166.2,211.5,26.8,9.7,14.7,16.4,1,3,2,449.0,47.2,8.9,0.0,4.7,2,2
7,246.2,182.7,142.03971788134422,2,202.9,193.2,34.0,3.0,20.3,12.6,2,2,2,195.0,56.4,8.0,7.0,4.5,2,2
1,222.9,188.8,161.4,3,213.8,199.2,20.5,5.9,14.994355296790683,11.1,2,0,2,228.9,48.3,8.7,10.0,3.0,2,2
8,269.3,228.6,121.4,2,195.2,200.22282749675747,32.2,9.8,12.6,10.5,1,3,1,254.5,55.2,6.5,12.0,4.4,0,0
6,326.1,185.5,127.3,2,158.3,204.7,50.5,8.5,18.6,8.6,1,0,1,346.7,60.8,7.4,3.0,4.4,2,2
6,245.4,189.0,142.7,4,232.1,195.4,32.0,13.1,18.3,0.7,0,1,3,179.5,50.6,7.0,13.0,4.1,2,2
7,304.5,212.5,145.8,3,186.7,208.6,21.8,8.8,16.8,12.7,0,1,2,310.9,58.4,8.0,12.0,3.5,2,2
2,249.7,172.9,122.3,4,217.6,212.0,43.0,11.4,17.9,9.8,2,3,3,357.9,45.8,9.8,8.0,4.8,1,1
7,281.6,180.8,139.1,2,144.2,192.9,30.2,13.7,14.9,4.1,2,0,1,270.7,51.8,6.1,5.0,4.0,0,0
8,304.8,182.4,113.6,2,222.8,207.0,22.6,5.9,14.6,6.6,0,3,2,320.5,61.9,8.8,2.0,3.2,2,2
2,257.5,196.6,142.03971788134422,1,167.1,188.2,33.4,6.7,12.8,5.8,1,1,2,514.7,53.3,8.0,10.0,3.2,2,2
2,283.9,188.9,142.0,2,165.1,234.2,30.6,8.0,7.0,16.6,1,1,1,427.3,54.7,7.2,6.0,4.5,2,2
2,264.6,189.5,114.8,4,192.0,225.1,35.9,9.8,11.3,14.6,2,2,2,331.1,56.3,8.2,4.0,4.6,2,2
9,304.7,183.5,170.7,4,129.5,203.1,35.2,12.1,14.994355296790683,17.7,1,3,3,382.9,58.5,6.0,9.0,3.7,0,0
4,286.2,177.5,126.3,4,190.0,187.3,39.1,5.7,17.7,11.3,0,3,2,230.0,63.0,8.1,7.0,4.0,2,2
0,279.9,209.1,140.1,4,169.8,202.3,36.2,6.3,14.9,14.4,2,3,2,358.1,44.1,6.3,15.0,4.4,0,0
5,345.7,189.1,144.8,4,234.4,181.7,53.1,10.2,16.1,12.6,1,3,1,317.4,51.1,7.5,3.0,3.7,2,2
2,302.9,209.4,117.7,4,187.3,205.1,29.5,5.6,10.2,3.8,2,0,1,258.0,42.2,4.7,3.0,5.0,3,3
5,256.7,176.9,122.0,3,150.9,172.1,24.0,7.9,20.7,8.7,1,2,2,290.1,58.2,7.3,10.0,1.7,2,2
5,275.0,183.5,178.7,5,155.6,183.3,27.5,7.7,21.0,10.3,0,2,1,255.1,62.0,7.6,8.0,3.4,2,2
2,275.4,191.2,137.0,2,122.9,204.4,44.0,8.9,12.9,16.1,1,0,1,416.7,51.0,7.8,2.0,4.7,2,2
5,280.7,192.9,107.5,4,178.2,224.7,21.5,14.7,16.5,6.6,2,2,2,358.1,55.7,6.2,11.0,5.0,0,0
7,278.4,212.8,142.03971788134422,4,122.2,204.4,42.6,7.9,11.8,6.2,1,1,2,315.2,49.3,7.5,8.0,4.0,2,2
6,291.3,187.4,137.6,4,162.4,193.4,52.0,7.1,17.0,7.6,1,3,2,200.7,62.1,7.2,10.0,2.9,2,2
0,226.0,212.6,142.5,4,204.7,184.7,45.9,8.2,18.3,15.8,1,2,1,348.4,58.9,8.0,2.0,3.3,2,2
2,260.8,203.5,112.6,1,237.0,190.7,31.4,7.9,14.994355296790683,9.9,0,0,1,290.6,52.6,8.2,6.0,4.2,2,2
7,227.9,193.4,137.7,4,254.5,175.6,40.2,11.9,17.0,13.2,1,3,1,311.35,48.1,8.1,8.0,4.5,2,2
6,267.2,179.2,125.0,1,175.2,192.3,42.0,11.3,11.7,15.8,1,0,2,243.3,52.1,7.7,3.0,3.6,2,2
5,226.9,198.8984699992949,142.5,3,195.5,198.7,31.5,8.0,20.3,10.3,0,2,1,243.4,63.6,6.8,3.0,4.5,0,0
4,251.8,179.5,148.7,4,169.0,200.3,26.2,9.6,18.3,9.7,1,0,3,285.8,56.7,9.2,7.0,3.6,1,1
0,236.3,195.0,146.3,4,138.7,205.2,34.4,8.0,9.3,9.8,2,1,2,205.3,56.1,6.6,1.0,3.6,0,0
2,291.8,194.4,173.3,4,149.7,174.7,42.0,10.5,15.9,7.7,1,1,2,356.0,52.4,9.0,3.0,3.6,1,1
2,277.9,191.4,139.1,3,135.6,225.0,45.6,13.3,19.4,12.7,1,0,1,311.35,46.0,4.6,1.0,4.3,3,3
0,288.7,188.1,121.2,2,188.8,227.6,35.7,13.1,14.8,10.4,2,1,1,266.6,50.9,6.2,3.0,1.8,0,0
2,274.4,181.1,131.6,3,167.9,201.8,33.3,11.3,15.8,13.3,1,0,1,308.9,51.5,7.0,10.0,3.7,2,2
6,239.1,170.6,154.3,3,172.5,208.8,34.0,8.3,14.4,11.7,2,2,2,326.1,52.2,8.8,7.0,3.1,2,2
1,296.9,232.0,135.9,2,202.0,188.5,50.3,7.9,10.7,9.0,1,1,1,386.8,46.4,6.5,6.0,4.9,0,0
6,366.6,186.4,142.03971788134422,3,186.5,194.1,36.5,5.7,18.6,5.1,1,2,1,250.7,57.3,8.4,11.0,4.4,2,2
7,292.8,198.8984699992949,134.8,4,201.6,198.7,40.7,9.7,14.8,6.4,1,0,2,201.3,48.7,7.5,14.0,3.1,2,2
0,264.3,192.8,168.0,3,254.9,191.3,44.2,8.0,16.5,10.9,2,2,2,436.0,55.1,7.9,14.0,4.9,2,2
5,238.3,222.3,142.03971788134422,4,155.8,235.1,32.9,13.0,17.2,8.8,1,2,2,532.3,57.9,7.0,8.0,3.5,2,2
9,250.8,196.7,142.5,3,132.7,198.7,29.9,5.8,11.2,6.4,1,2,2,350.9,53.0,7.3,5.0,4.7,2,2
1,294.5,198.8,113.4,3,161.3,205.7,36.5,12.2,12.1,10.5,0,3,2,288.6,55.0,6.9,6.0,3.2,0,0
7,321.1,192.4,157.6,1,171.9,196.4,28.8,5.7,14.9,17.1,1,2,2,256.4,48.4,8.9,1.0,2.6,2,2
1,287.2,198.8984699992949,142.9,5,193.1,180.4,30.9,6.9,20.7,16.2,1,1,2,307.4,61.9,8.1,6.0,4.8,2,2
3,308.8,172.7,128.8,3,204.0,207.4,20.0,7.7,11.4,8.0,1,2,3,282.0,56.7,6.4,3.0,5.0,0,0
2,304.8,168.9,131.1,4,149.3,198.5,43.2,7.4,14.994355296790683,10.3,2,2,2,524.0,65.7,9.3,8.0,4.5,1,1
9,296.6,181.5,117.2,3,145.9,196.6,27.9,13.3,14.3,5.7,2,2,2,332.5,57.2,7.7,9.0,2.9,2,2
9,257.6,165.6,161.3,4,232.0,191.1,44.8,9.8,12.4,17.0,1,3,2,337.0,45.8,7.5,11.0,3.6,2,2
2,284.0,221.9,125.5,1,188.9,203.2,27.3,13.5,12.8,19.6,1,0,2,290.1,45.0,6.5,7.0,2.9,0,0
2,252.4,204.6,148.5,5,190.2,206.1,24.1,10.2,17.6,12.9,1,0,3,261.9,54.5,7.8,5.0,5.0,2,2
0,278.5,190.6,123.3,4,187.0,197.8,21.1,7.6,16.0,9.3,0,3,2,201.5,55.9,6.8,5.0,5.0,0,0
2,289.8,222.8,139.1,4,183.1,220.0,20.0,5.8,14.994355296790683,7.1,2,3,2,217.2,47.7,6.3,12.0,4.7,0,0
7,352.4,177.5,178.6,3,171.4,198.0,47.4,8.9,15.2,6.2,1,1,1,375.3,52.9,5.8,14.0,4.9,0,0
4,241.0,181.1,139.1,4,158.0,195.9,41.2,8.1,11.4,9.7,1,3,2,231.2,56.5,7.8,6.0,4.4,2,2
2,295.6,167.2,142.03971788134422,3,162.4,182.8,36.3,11.5,22.2,6.4,2,1,1,203.3,50.1,6.7,7.0,3.7,0,0
4,341.5,213.4,127.8,3,178.2,195.0,46.1,13.0,11.7,10.284815218873584,2,2,1,215.0,53.3,8.7,5.0,3.4,2,2
7,307.0,181.3,124.3,4,254.5,197.3,27.7,14.2,14.4,6.0,2,0,3,178.7,59.1,9.0,2.0,4.0,1,1
9,310.2,195.8,139.1,3,212.3,169.2,26.9,11.4,12.2,15.3,1,1,2,406.0,64.1,6.3,7.0,3.6,0,0
0,299.8,219.6,135.7,1,176.2,206.9,36.2,7.1,16.3,12.6,1,3,2,304.9,59.7,8.4,4.0,4.3,2,2
6,332.1,198.8984699992949,156.6,2,197.9,214.6,30.6,12.0,20.1,17.7,0,3,2,307.7,52.9,9.1,13.0,4.3,1,1
3,246.3,194.9,128.0,3,141.4,198.7,44.9,12.1,14.8,14.9,1,0,1,249.5,56.4,8.9,1.0,4.5,2,2
